	tweets	isRoadIncident
1118	CLEARED: VEHICLE DISABLED IN ROADWAY at IDAHO DR &amp; W BROOKSHIRE FR #CLT #CMPD_Metro	1.0
1119	Updated: Crash in Seminole on highway east at Exit 101B MM 101AB - SR-/CR-46A, left lane blocked. Last updated at...	1.0
1120	COMPLETE highway MM . NB at highway / Eastside Left lane closed &lt;= mins due to a crash	1.0
1121	16000 cars and 40000 autos.	0.0
1122	TRAFFIC: Object in the road on the highway W Beltway NB on the Buckman Bridge. #WokvTraffic	1.0
1123	DID YOU KNOW? We use #AugmentedReality to demonstrate our technology such as here with #INFIRNO. 	0.0
1124	Cong forced to adjournments in pre-noon session over alleged misuse of ED and CBI against opposition Chief Ministers.	0.0
1125	6 features of extended stay in	0.0
1126	Few takers in for Mamata's Torsa plan.	0.0
1127	52 injured as Jabalpur-Delhi train derails near half train carries on after delay.	1.0
1128	What did for some stretches of highways (to save bars?).	0.0
1129	 Hi Louise. Imposter accounts aren't allowed on Facebook. Report this to us by following these steps: -CB	0.0
1130	Ram Guha on what he finds outstanding about Shivshankar Menon's book Choices.	0.0
1131	Multiple overnight lane closures in #FultonCounty #CobbCounty #DeKalbCounty 	1.0
1132	CLEARED: Roadwork on highway northbound between Exit: highway NORTH - PLYMOUTH MEETING { # } and Exit - highway North.	1.0
1133	CLEARED: Collision; highway NB, at Arthur Ravenel Junior Bridge.| :54A	1.0
1134	"Hamilton County - Interstate deck patching and Lytle Tunnel work
"	1.0
1135	As extreme weather events unfold around the 🌏, see what scientists say about the link to the underlying trend of cl… 	0.0
1136	Fairburn: Senoia Rd/SR NB at highway - Overturned TT crash blocking entrance ramp to highway NB. Heavy delays for mile… 	1.0
1137	Updated: Construction on #I684 NB from START ROUTE highway; Exit 9A -; highway to Exit S/N - NY - Bedford - Armonk 	1.0
1138	RT Who was responsible for the violence in Charlottesville? Here's what witnesses say - Chicago Tribune 	0.0
1139	 hey Vic , great job on this episode! #GimmeSugar #QueenSugar	0.0
1140	8 core sectors slow down to 1% in Feb 2017 against 9.4% in Feb 2016.	0.0
1141	Huge haul of milk-boosting hormone in Calcutta.	0.0
1142	 Our apologies. There was a minor typo. The address is: charitablegiving	0.0
1143	With still more 🔥🔥to come. 15s coming soon! 👀 	0.0
1144	and share a bugbear.	0.0
1145	blessing	0.0
1146	highway E in Sullivan Co Highway Maintenance Unscheduled at MM  at : PM / est clear by : AM / (ET	1.0
1147	Expect traffic this weekend in northeast Georgia. If you hit problems, contact #Eclipse2017 	1.0
1148	Roadwork on highway southbound between Exit - highway and Maryland State Line. There is a traffic disruption.	1.0
1149	Got an opinion or question about our surveys? Join us next Friday / at 1pm ET for #StatChat on survey response. 	0.0
1150	Incident on # Line Queens bound from Queensboro Plaza Station to 74th Street-Broadway Station 	1.0
1151	highway eastbound CLOSED @ MM due to jackknifed semi, between Exit Darr and Exit Lexington. Traffic being routed onto shoulder.	1.0
1152	Multi vehicle crash on highway northbound between Exit - Highland Ave and Exit - highway East/Commodore Barry Br. There is a lane restricti	1.0
1153	won't have to keep its promise of 'good quality	0.0
1154	. and lit up the stage together at tonight's #LatinGRAMMY Awards! 	0.0
1155	Mystery over art	0.0
1156	SC to hear petition challenging Bombay HC order on beef ban	0.0
1157	Groupon a bad deal for restaurants and everyone else, including Groupon ( Blogs) 	0.0
1158	Man arrested over truck deaths suspected to have carried out attack.	0.0
1159	Accident on highway North just past Exit - highway (New Haven) left lane closed...	1.0
1160	3 killed	0.0
1161	"Vehicle Accident on Westbound highway WB at Emily Drive.

Be prepared to stop, use caution when traveling through this area."	1.0
1162	Noble County: Interstate southbound mile marker ., non-injury collision and grass fire, roadway blocked. RL	1.0
1163	highway, from Oregon Washington Border to Oregon Washington Border, Delay &lt; 20min, A crash has the left ln closed nb ... 	1.0
1164	Communities are already experiencing the effects of climate change—we can't afford not to act. Take a look:… 	0.0
1165	Government Relations Director/Sr - East - Salt Lake City, UT  	0.0
1166	Eight coaches of derail near station in Uttar Pradesh	1.0
1167	full interview inside in 7 Days.	0.0
1168	or let take a hit?	0.0
1169	In my Preparation for CWSP, switching between these two books make my brain goes .... 	0.0
1170	The tick-tock brotherhood that keeps Calcutta's old running.	0.0
1171	#DYK Economic Development Districts bring public &amp; private sectors together to create new jobs?… 	0.0
1172	Why a bicycle and not a CM asked. His officer learnt ground reality -- and a dip in a river.	0.0
1173	Boiii das when u start acting blind, deaf, and have a stroke. not take pictures 	0.0
1174	Read the letter in the article. Says Flynn secretly visited the Middle East as part of a covert partnership with Ru… 	0.0
1175	" ngl a big reason why I love this one is because it has ""brain"" in the title "	0.0
1176	suspended	0.0
1177	Cleared: Incident on #7Line Both directions from Mets-Willets Point Station to 33rd Street-Rawson Avenue Station	1.0
1178	 Hi, David. Sorry for the bad link. We'd love to help with your blank email issue. Kindly provide details for assistance. ^EboniC	0.0
1179	 We want to be able to get this corrected asap! Can you dm us with more details so we can look into this? ^ATTCareTeam	0.0
1180	CLEARED: Crash on highway eastbound at Centerville Rd.	1.0
1181	 How nice! We hope you will enjoy your cocktail . Cheers	0.0
1182	Cash rewards likely for doctors following correct protocol.	0.0
1183	Bridge work on highway Both Directions btw West Ave and Tokeneke Rd (Darien), Tuesday June 1st thru Friday June 4th, Tu...	1.0
1184	Modi promises early deal. But...	0.0
1185	Updated: Planned construction in Duval on highway E north at Dames Point, right lane blocked. Last updated at...	1.0
1186	Bounty on Savarkar on Yamuna damage bill	0.0
1187	Road safety crusader to fight bid to bypass order on highway	0.0
1188	Why doctors	0.0
1189	"PSBC LEADS! An RBI single by Hooven sends Ziefel home and we're underway!

PSU , NU, "	0.0
1190	Grow it, Try it, Like it! Check out these fun activities with strawberries: 	0.0
1191	All you need to know about Election Commission's 'open challenge' to hack	0.0
1192	A 7-judge bench has to be set up to hear the pleas challenging but right now it is not possible:	0.0
1193	Manini Chatterjee on why writings are still an indictment of India.	0.0
1194	Congestion on highway EB @ Wallace Tunnel is now cleared	1.0
1195	Cleared: Multi-vehicle crash in Orange on SR- west at Exit highway /Orange Blossom Trl, right lane blocked. Last updated at ::57AM.	1.0
1196	Our 3rd #uhaultrends Canadian Destination City is #Montreal Quebec! Let's wish them a happy 375th #birthday!… 	0.0
1197	 Looks like a beautiful day for it! Proud to support people in the Harlem community. ^TA	0.0
1198	Snow showers continue this evening #VT #BTV for you ride home, drive accordingly.	1.0
1199	President backs move to make mandatory up to Class X.	0.0
1200	Updated: Construction on #FLine BothDir/BothDir from Jackson Hts-Roosevelt Avenue Station to Canal Street Station 	1.0
1201	bench to appear before him.	0.0
1202	 You mean Wall Street and their sock-puppets in the Alt-DNC/rnc? You are % right.	0.0
1203	Check out Victoria Coulter's presentation from this week's chapter meeting. #THISisITS 	0.0
1204	#cttraffic Route west in the area of Pitkin overpass East Hartford is temporarily closed due to accident with serious injury.	1.0
1205	With national body meeting	0.0
1206	 I feel like you're starting to not make sense. What Nazi types? I've been in America legally most my life and never met a Nazi.	0.0
1207	Flutter at trial raises fresh scare about accuracy.	0.0
1208	Crash NB highway entrance ramp from Uintah, vehicles are on shoulder.	1.0
1209	Finally gonna fess up, are ya? It’s about time... :) 	0.0
1210	highway MM . SB at Ohio River Bridge Center lanes closed &lt;= mins due to a crash	1.0
1211	. confirms he'll be traveling to Texas on Tuesday to survey the catastrophic damage from Harvey. 	0.0
1212	and more.	0.0
1213	44 days of extreme That's the prediction for	0.0
1214	"Accident on STERLING HIGHWAY from MILEPOST to MILEPOST 

Possible road closure, emergency vehicles on road, thank you for your pat..."	1.0
1215	Cleared: Incident on #US30 WB at East of New Jersey Turnpike	1.0
1216	Flooding on Belle Terre Blvd SB at Airline Hwy #traffic #NOLA 	1.0
1217	If harvesting snap or snow peas, younger pods are more tender and tasty. Pick right before cooking for best flavor.… 	0.0
1218	Apex court puts work first	0.0
1219	What do religious have against atheists and	0.0
1220	Trump fired Comey for not agreeing to obstruct justice. Done. Articles of impeachment have been filed over this. 	0.0
1221	Next Wednesday, June ! We're doing a WHOLE SHOW with - comedy, games, music! Can't wait! #MileyOnFallon	0.0
1222	At first glance, it’s easy to miss the impact new innovations can have on the world. But look again—in #VR:… 	0.0
1223	Supreme Court quashes criminal complaint against cricketer for allegedly depicting himself as on magazine cover.	0.0
1224	5 kids orphaned: their parents were branded and hacked to death.	0.0
1225	 And we miss you! Come hang soon?	0.0
1226	ill-fitting dentures	0.0
1227	KTA Alert: The right lane only is now currently blocked on I35 the Turnpike MP NB outside of Belle Plaine due to a crash.	1.0
1228	These amazing students have managed to explain black holes and the space-time fabric in under a minute 😮the future… 	0.0
1229	rate falls below 8%.	0.0
1230	I westbound @ MM , between Exit Gretna and the Platte River, right two lanes closed due to crash, stopped traffic, severe delays.	1.0
1231	Murder of Pune activist fuels fears against revived UPA clause in law.	0.0
1232	Rally at the United States Consulate -Trump and Trudeau: Hands Off Venezuela!-: 	0.0
1233	3 queens take centrestage.	0.0
1234	April 19 1906: Nobel Laureate Pierre Curie was run over by a horse-drawn wagon near the Pont Neuf	0.0
1235	🔊Your local officials have the best tips during an emergency. Connect with them before, during, &amp; after emergencies… 	0.0
1236	It's here! season trailer. Two night premiere June &amp; . #GimmeSugar 	0.0
1237	I35093 Gardiner Expressway EB West of KIPLING AVE: Right shoulder blocked due to disabled vehicle.	1.0
1238	Half-Price Shows from Madagascar to La Havana Madrid: MOBY DICK, MADAGASCAR, and LA HAVANA MADRID!… 	0.0
1239	 No! mark on paper is worth the same as mark on paper or .	0.0
1240	Suze teaches :30a &amp; :15p tonight (slow &amp; calm) - leave stress-free, relaxed, ready to enjoy a great night's sleep! 	0.0
1241	Fair Driving Conditions -: Title: New Mexico eastbound and westbound from mile marker to mile marker 6De... 	1.0
1242	Object on roadway, caution in #Dekalb on highway EB after Ashford-Dunwoody Rd #ATLTraffic 	1.0
1243	 Hate to tell whoever did this, but Athos is the one with the secret evil ex-girlfriend.;)	0.0
1244	Updated: Closure on #NJ21 SB at highway 	1.0
1245	824000 new vehicles trashed	0.0
1246	To new riders of #EBikes please start slow and use caution - they're different than a push bike they have a motor.… 	0.0
1247	Crash on highway northbound at Mile Post: .. There is a traffic disruption.	1.0
1248	Update: Construction on #GLine Both directions at Stillwell Av, replacing the F in Brooklyn 	1.0
1249	 DO NOT PAY North Korea another single PENNY! 😡 America is through with sissy talking and selling o… 	0.0
1250	DT,Texas is not heeling,it's healing. Heel:part of a foot or command to a dog. Heal:become sound or healthy,something you'll never be.	0.0
1251	Poll data show still rules the roost in	0.0
1252	VEHICLE ACCIDENT WITH LANE BLOCKAGE on highway - highway, MP , NEAR SMOKE JUMPER CENTER at milepost ... 	1.0
1253	Take a peek at the work travel essentials of an On-the-Go Pro. 	0.0
1254	The closed doors, the delays, whatever it is, keep the right perspective. It’s all good. God allowed it! He’s going to use it.	0.0
1255	India's list	0.0
1256	 The best part of our night was seeing you, Mukti!	0.0
1257	after all.	0.0
1258	highway, from Mi S of Int w/ OR212/ to Mi S of @ Sunnyside Rd, Delay &lt; 20min, Road work has the NB left ln c... 	1.0
1259	EB to EB Connector will be closed from : pm to : am	1.0
1260	MMS too had cried racism while Oz was probing Indian attacks	0.0
1261	Updated: Delays - EAST LYME #I95 North . miles before Exit (RTE (FLANDERS RD)) at // :: PM	1.0
1262	State Route N in Hamilton Co Vehicle Disabled at N. ACCESS RD. EB LNS. at : PM / est clear by : PM /	1.0
1263	highway W in Hamilton Co Spilled Load between MM  EXIT : BROWNS FERRY RD. / LOOKOUT MOUNTAIN at : PM / est clear by PM / (E	1.0
1264	Cleared: Police activity in Miami-Dade on SR- south beyond NW St, all lanes blocked. Last updated at ::38PM.	1.0
1265	depth charges sonobuoys.Pse note the 'msl-torp' getting released	0.0
1266	Cleared: Incident on #NJ42 NB from North of Exit - College Dr to highway	1.0
1267	Perch on the peak	0.0
1268	highway E in Davidson Co Highway Maintenance Unscheduled between EXIT 213A: highway EAST / CHATTANOOGA MM  at : PM / est clear by :	1.0
1269	"The Big Grab -Mile Yard Sale! 

Dates: September -, 
Times: : am-: pm
Location: Blythewood Park •... "	0.0
1270	 Reality Tv you couldn't even get away with.#debates	0.0
1271	CLEARED: Roadwork on highway eastbound between Exit - Edgewood/Swissvale and (End Of I - ).	1.0
1272	Sanjiv Goenka tells	0.0
1273	fixing iPhone storage issues and more. in	0.0
1274	  #ChampionOfWomen ? She's never lived a day in her life as a #real… 	0.0
1275	"Vehicle Accident on Northbound highway NB at Mile Marker ..

 of northbound lanes are closed.

Use caution when traveling through thi..."	1.0
1276	New: Disabled vehicle in Orange on highway east at Exit Fairbanks Ave, right lane blocked. Last updated at...	1.0
1277	Cleared: Incident on #4Line Both directions at Eastern Parkway-Brooklyn Museum Station	1.0
1278	Updated: Crash in Duval on highway east beyond Chaffee Rd, right lane blocked. Content provided by Waze. Last...	1.0
1279	$GRUI - GRUI Signs LOI to Acquire Squeeze Report Inc., an Investment Community Website with Proprietary Stock... 	0.0
1280	SB to WB Connector is closed for an unknown duration of time. Expect Delays.	1.0
1281	The 1st issue of the brand new #openaccess journal HardwareX is out! Get inspired: 	0.0
1282	Disabled vehicle, center lane blocked in #LaMirada on NB at Vly View Ave, stopped traffic back to Artesia Blvd, delay of mins	1.0
1283	 northbound F crawling at 2nd avenue - are there delays on Northbound trains too?	1.0
1284	CRASH: on the highway East Beltway NB at Baymeadows. #WokvTraffic	1.0
1285	"Driver leaves his car in traffic at Mississauga highway exit and angrily tries to confront another driver

"	1.0
1286	but surges to runner-up slot.	0.0
1287	SC summons Home Secretaries of West Bengal	0.0
1288	Secessionists in and the next generation.	0.0
1289	Cleared: Construction on # Line EB from Queensboro Plaza Station to 74th Street-Broadway Station	1.0
1290	I'm not holding any grudges that's going hinder my growth but just know I ain't fucking with you either	0.0
1291	Disabled truck on New Jersey Turnpike outer roadway northbound Southern Mixing Bowl left lane blocked	1.0
1292	❤Actions speak louder than Tweets❤ We can create change in our own communities: sign up w/ &amp; visit your l… 	0.0
1293	The middleman (or conman) nephew tapped to bribe election commission officials.	0.0
1294	Cleared: Incident on #ALine NB at Fulton Street-Broadway Nassau Station	1.0
1295	Keeping an eye on your house	0.0
1296	Incident on #BX12SBSBus Both directions at 207th Street: Vermilia Avenue 	1.0
1297	NIP harassment incident: A North Carolina woman says her church asked her to leave after she started... 	1.0
1298	A Silver Alert has been issued for Ernst Ricot out of Miami. Look for a Gray Acura TL, Florida Tag 922XNB....	0.0
1299	The last of the tow bans (Story County) was lifted @ : pm (/)	0.0
1300	Scientists build case for against bites	0.0
1301	but some veteran generals see breach.	0.0
1302	Hurricane looks like largest ever recorded in the Atlantic!	0.0
1303	"Coach Rob Hinson discusses balancing a coaching career with a military career.

#CoachandCoordinator

🎧:… "	0.0
1304	numbers show.	0.0
1305	Alabama law requires motorists to allow a minimum of feet of clearance between their vehicle and the bicycle they… 	1.0
1306	JK: Schools colleges shut down after clashes	0.0
1307	Updated: Crash in Duval on highway north at Fuller Warren, center lane blocked. Last updated at ::22PM. 	1.0
1308	 Can you send the reservation in a direct message?^AR	0.0
1309	#atxtraffic: TRAFFIC ALERT! FM closed in both directions at Imperial Dr after a crash involving a semi. Consider Decker Lake Rd/Loyola	1.0
1310	Vile tactic in Valley	0.0
1311	home-cooked food	0.0
1312	 Hello, yes, I have a spare room, you will not be homeless if i have to pack up all of your sweater… 	0.0
1313	Why the PM may hang out	0.0
1314	‘Alt-right’ celebrates GOP candidate’s alleged attack on Jewish reporter. Da. Pepe the Frog wins a House seat! 	0.0
1315	Bob's interview about the #travel site  	0.0
1316	Omw to my dick appointment w my overnight bag 🙃 	0.0
1317	Cleared: Crash in Miami-Dade on SR- east before Ludlam Rd/NW Ave, right lane blocked. Last updated at ::58PM.	1.0
1318	 Thank you for the quick TAT, we sure appreciated it!	0.0
1319	New: Planned construction in Palm Beach on Olive Avenue north at Fifth Street, left lane blocked. Last updated at...	1.0
1320	In response to #Harvey , has approved a TX waiver request so SNAP participants can purchase hot foods w/ EBT cards thru /	0.0
1321	New: Planned construction in Miami-Dade on SR- east ramp to NW Ave, off-ramp closed. Last updated at...	1.0
1322	Farooq Abdullah wins seat -- with just 4% of total votes.	0.0
1323	"As of : p.m. Idaho State Police dispatch says ""congestion is horrible."" "	0.0
1324	All of us welcome with tonight’s spire lighting #OneWTC 	0.0
1325	Accident, two lanes blocked in #Brevard on I NB north of highway #traffic 	1.0
1326	Good news from it seems are thriving at Valmiki reserve.	0.0
1327	"💙 #ShadesOfBlue 💙
Trending all night and still trening 💙
Congrats all team  "	0.0
1328	highway , Mile Marker , East, Asheville, Buncombe, Vehicle Crash, Lane Closed, at / : AM	1.0
1329	 Road should be closed, driving is dangerous!	1.0
1330	Special Event on #LincolnTunnel WB from New York Side - Center Tube to New Jersey Side - Center Tube 	1.0
1331	 Hey Jo! Congrats on the new place! August will arrive fast, have you reserved your moving truck yet? 	0.0
1332	Love seeing Cleveland represented!! Good luck!! #StriveForGreatness🚀 	0.0
1333	"Cleared Crash on highway
Location: NB highway at highway"	1.0
1334	Saha's preference: One-dayers T20s	0.0
1335	Nationalist trend spreads-- tightens rules to shield local jobs (and keep out Indians).	0.0
1336	 Hope she had a wonderful birthday! Thank you for sharing her story. ^TA	0.0
1337	A few reasons to celebrate the uncelebrated	0.0
1338	Cleared: Incident on #3Bus at 5th Avenue : 56th Street	1.0
1339	Cleared: Advisory: Standing Water: NB on highway at MM79 in Henrico Co.:54PM	1.0
1340	Accident, right lane blocked in #Dorchester on Expwy NB near EX - Neponset Cir #traffic 	1.0
1341	Road Closure RT in Pittsfield #BTV	1.0
1342	Collision, North Main Street at Royle Road and the roadway is blocked. A no injury collision on George Street, at A… 	1.0
1343	Uttar Pradesh VIDEO:	0.0
1344	GDOTAtlTraffic: Update: ALERT: Disabled Veh; highway WB exit ramp: BOULDERCREST RD (MP ), DeKalb Co, rht exit ln (of ) blkd, Ocrd: :25PM,…	1.0
1345	record low turnout.	0.0
1346	mood is against communalism	0.0
1347	In few tears for father of 3 killed by stones.	0.0
1348	Home. Moved away. New city. No friends. Loneliness. Nothing to do. Changed attitude. Start fresh. Met people. #mentalhealth140 #WMHD16	0.0
1349	UP	0.0
1350	Cleared | DANE Co | Crash | highway SB | MILE MARKER | Right Lane | 	1.0
1351	See how the UN took action for a better world this year in the report of UN Secretary-General ➡️… 	0.0
1352	Draupadi and campuses in erupt	0.0
1353	Accident on highway between mile markers and close to split in Pender Co causing delays in both directions. 	1.0
1354	Drive safe on this summer's road trips - get the latest updates for work zones in Illinois #PrimeTack… 	0.0
1355	"If you swim when you have your period, sharks will attack you 🦈🦈🦈
Find out → #SharkWeek"	0.0
1356	#OneWTC lights the #nyc #skyline green to welcome to The Best Office Address In The World 	0.0
1357	If you have FORTitude we suggest you sign up for this amazing 10K! It's going to be amazing! #10K #VisitFortCollins… 	0.0
1358	Cleared: Construction on #JLine Queens bound from Marcy Avenue Station to Myrtle Avenue Station	1.0
1359	As lands in Delhi	0.0
1360	 Thanks for the question! Cinnamon Toast Crunch ( ) contains milk and several vitamins, (D included.)	0.0
1361	as she opts for over	0.0
1362	Cleared: Traffic congestion in Miami-Dade on Floridas Turnpike north from Exit NW St to at Exit NW St. Last updated at...	1.0
1363	San Francisco may order Happy Meals to go -- permanently 	0.0
1364	7 coaches of Meerut-Lucknow Rajya Rani Express derail near Rampur	0.0
1365	Cleared: Crash in Broward on Floridas Turnpike south before NW Ave, left lane blocked. Content provided by Waze. Last updated at...	1.0
1366	Welcome to Day ✌️ of the Formation Methodology Level course at #P1soccer 	0.0
1367	8th Cir. lifts an injunction that had blocked Arkansas from cutting off state funding to Planned Parenthood.… 	0.0
1368	COMPLETE highway MM . WB @ Plsntview/mile Left lane closed &lt;= mins due to a crash	1.0
1369	"I liked a video VEHICLE VLOG - ""Malibu Classic's Mile Oil Change"""	0.0
1370	Good show by pales next to 329% jump in imports.	0.0
1371	Some late night scribbling... #doompatrolforever 	0.0
1372	 HI, Nae! How exciting! 😊 Check out these quick unpacking tips once you get to your new place&gt;&gt; 	0.0
1373	a dying language	0.0
1374	ICYMI Some advice from on how to save $ with a HARP refinance #FinancialLiteracyMonth #FLM2017 	0.0
1375	Muslim body lays down code of conduct during divorce	0.0
1376	COMPLETE highway/ MM . WB at SR / mile Express_lane slow &lt;= mins due to crash clean up	1.0
1377	BJP's flagging campaign	0.0
1378	A set of security flaws endangers almost every Bluetooth device 	0.0
1379	Menu at dinner: praise for And more praise.	0.0
1380	 Spoiler Alert: Ventress is dead.	0.0
1381	Gandhi Champaran	0.0
1382	RBI keeps policy rate unchanged at 6.25%.	0.0
1383	TWO VEHICLE ACCIDENT on highway - AVON at milepost ... 	1.0
1384	 Perfectly Timed Nature Photos That Will Make You Laugh Out Loud They were right...:)	0.0
1385	India versus Australia is Holyfield versus Tyson	0.0
1386	For Matthew Hayden	0.0
1387	Visited Cincinnati Crane &amp; Hoist today! Proud to present them w/ the Export Achievement Award. They’ve certainly ea… 	0.0
1388	 love all your behind the scenes instastories on #QueenSugar .. excited for new season in June.	0.0
1389	 😂😂😂😂😂 Coward and Alt left man, I mean woman I guess	0.0
1390	 Hey there. Thanks so much for your support. Have a great day! -AF	0.0
1391	Cleared: Incident on #84Bus Both directions at New York Avenue : 2nd Street	1.0
1392	Z-plus cover for Uttar Pradesh Chief Minister	0.0
1393	This site offers access to the Hr TIM (Traffic Incident Management) course and other roadway safety courses... 	0.0
1394	#HurricaneIrma hit Cuba causing massive destruction and widespread flooding along its NE coast. Latest update:… 	0.0
1395	See a virtual tour of my listing on North West WILSON ST #LakeCity #FL #realestate 	0.0
1396	Lilyfield - heavy traffic citybound City-West Link Road between Parramatta Road and Victoria Road	1.0
1397	Guy with zero private sector experience says stuff about how things work in the private sector. 	0.0
1398	TotalTrafficBTR: Road construction, left lane closed in #St.Martin on I WB after LA- and before highway #traffic 	1.0
1399	Cleared: Construction on #NY417 EB from highway; Southern Tier Expressway to North 7th Street	1.0
1400	"TRAVEL INFO if heading to EVANSVILLE:
SB highway is CLOSED near the mile marker due to a crash. Take a different route if possible."	1.0
1401	My damn pencil case broke and it's only the first day of classes. Damnit	0.0
1402	"Crash
NB highway at MP ( S Exit) Salt Lake Co.
Est. Clearance Time: : AM"	1.0
1403	Ram Madhav tells in a wide-ranging interview.	0.0
1404	half empty for cloud over research	0.0
1405	 Hey Callum. Could you please try reinstalling the Messenger app and trying again? Let us know if that helps. -MG	0.0
1406	I just voted for to win Favorite TV Crime Drama Actress at People's Choice Awards . Cast your vote: #23PCAs	0.0
1407	highway MM . SB @ Greenwood/mile Left lanes closed &lt;= mins due to a stalled vehicle	1.0
1408	only on vehicles: Gadkari.	0.0
1409	US89: Crash between Afton and Jackson at milepost , Be prepared to stop, expect delays.#wyoroad	1.0
1410	big decisions expected	0.0
1411	We Need More Veterinarians for Large Farm Animals. Listen here: 	0.0
1412	Walker Police are working a single vehicle crash on Walker North at Herring Lane. Expect temporary delays for vehicle recovery.	1.0
1413	Good luck tomorrow #RLXGolf ambassador in the final round of the Scottish Open 	0.0
1414	Updated: Delays - NORWALK #I95 North . miles beyond Exit (highway NB) at // :: PM	1.0
1415	Chuck Berry rolled over everyone who came before him – and turned up everyone who came after. We'll miss you, Chuck. Be good.	0.0
1416	 Sorry to hear this. Did you try to call us at ---? What happened? ^JP	0.0
1417	Sea Shepherd to stop intercepting Japanese whaling vessels    🤔 	0.0
1418	 Only about another kms left to go then Anthony. Any more stop offs planned?	0.0
1419	Dunlap trots back out for the bottom of the 4th #StillCloudy #StillSmilin	0.0
1420	paddy fields could be to blame.	0.0
1421	Supreme Court asks govt to explain why need pre-censorship.	0.0
1422	. a pleasure to share a pic with Ira Moss &amp; the biggest voice for animal welfare on ear… 	0.0
1423	says UP chief minister Yogi	0.0
1424	Delhi Police has arrested MD Ajay Chandra for not developing a project despite getting funds from investors.	0.0
1425	"#WorldWaterDay: households now have access to clean drinking water through our partnership with WaterlifeIndia
"	0.0
1426	One World Trade Center Is Key to Durst’s Broadcast Push  #OneWTC	0.0
1427	Crash -: Title: Interstate eastbound at mile marker , left lane closed.Description: Crash highway EB @ MM ... 	1.0
1428	an untold story of how Pranab Mukherjee nixed plan to unseat her.	0.0
1429	In need of some rest &amp; relaxation? Daydream on these chairs and #umbrellas 	0.0
1430	Recapping some of our favorite moments of the week in seconds! Brand new show tonight too!! 	0.0
1431	🇦🇺AUSTRALIA🇦🇺 Tickets &amp; VIP packages for new #WITNESSTHETOUR shows in Perth, Melbourne and Sydney are on sale now❗🐨… 	0.0
1432	Norfolk-highway West before Norview Ave.-Overturned RV. Right lanes blocked. Expect delays. #hrtraffic	1.0
1433	The city of Beaumont — which is home to roughly , people — has lost its water supply. 	0.0
1434	How had offered India consular access to	0.0
1435	 Hey there. Your Pages must have similar names and represent the same thing. Learn more here: -JB	0.0
1436	Incident on #I678 NB at 20th Avenue 	1.0
1437	Observe BEA's updated, detailed data and learn the effects of FDI in the U.S. and specific industries. 	0.0
1438	Ramp restrictions in #KansasCity on highway NB at Red Brg Rd, slow traffic back to Longview Rd #KCtraffic 	1.0
1439	A visit to retracing trip.	0.0
1440	Adelaide! Tickets &amp; VIP packages for #WITNESSTHETOUR are on sale now: 	0.0
1441	bedroom journalism on trial	0.0
1442	and Modi's comment.	0.0
1443	Govt mulls giving power to award to teachers.	0.0
1444	naming game	0.0
1445	highway Grand Isle D-bridge in down pos. &amp; won't be raised until repairs are done. Traffic on highway is unaffected. Boaters monitor VHF CH16.	1.0
1446	Half full	0.0
1447	Why may not show in	0.0
1448	Traffic: The two left lanes are blocked on highway West before Orleans Avenue due to a vehicle fire.	1.0
1449	"[On Air]
playing the new #GTA update for a while 
Then #skyrim ? "	0.0
1450	Oooh! the shame	0.0
1451	"As soon as you say ""it's nerd"".. GUARDS! "	0.0
1452	CLEARED: VEHICLE DISABLED IN ROADWAY at W W T HARRIS BV &amp; NORTHLAKE CENTRE PY #CLT #CMPD_North	1.0
1453	What happened to restaurants along highways after ban on bars.	0.0
1454	#RenickSubaru No one can trust a Dealership when using #bottomfeader contractor like #SL_Construction to do your #LaborAbuse #FTP	0.0
1455	Rs 42 crore needed to repair damage to floodplain from event.	0.0
1456	but won't say sorry to man he had assaulted.	0.0
1457	Don't miss your chance to meet President Obama this summer. Enter before tonight's deadline: 	0.0
1458	Wing Crunch Time. Fred discusses menu adjustments when demand is tight. ( Blogs) 	0.0
1459	Things to do in Galena, Illinois #Travel #Midwest #Road 	0.0
1460	 kicks off Race Of Champions Thurs Dec. 14th. is eligible to compete in the ROC as N… 	0.0
1461	Can a man equated with the Great Leap backwards talk of asks Mukul Kesavan.	0.0
1462	Theme village on or a sanctuary?	0.0
1463	Disabled vehicle on highway eastbound at highway North. There is a lane restriction.	1.0
1464	EAST SAM HOUSTON TOLLWAY Northbound At SH /OLD GALVESTON - Accident - Status: Cleared at : AM	1.0
1465	New Mexico # in alcohol-related deaths from violence &amp; alcohol poisoning.Lawmakers considering raising alcohol tax 	0.0
1466	YORKTOWN POLICE: AVOID Mohegan Avenue between RT6 &amp; Sagamore for next few hours. Traffic Accident with wires down... 	1.0
1467	Construction on #2Line Both directions at Atlantic Avenue-Barclays Center Station 	1.0
1468	Ignorance and shape Indians' attitude towards	0.0
1469	Route at Miller Road is closed due to an accident. #vt	1.0
1470	It's all or nothing when it comes to propane &amp; an empty tank is the ultimate #partyfoul! 	0.0
1471	 I guess I could ask the same of you, if you think that the West helps to create Jihadist… 	0.0
1472	Well done, Donald: ICE Left Immigrant Women And Kids Stranded At A Bus Station Before Hurricane Harvey Struck 	0.0
1473	diary items	0.0
1474	8 killed in election violence	0.0
1475	killers to hang	0.0
1476	Why work in a coffeeshop or rent office space? It's all about community #coworking #fiftyon 	0.0
